CMA;72,31;3,76;9,00;1,22;0,11;23,81;39,40;36,08;8,24;-19,44;-27,68;-4,10;3,25;;-0,11;;13,57;1,22;11,01;0,09;0,91;0,03;1,88;-1,65;;59,22;8,03;;9.673.301.628,00
CMC;31,94;1,50;11,74;1,79;0,88;16,79;7,89;5,37;8,00;9,31;1,32;0,29;0,63;2,31;-2,06;2,95;15,22;7,47;11,83;0,49;0,51;1,39;0,19;28,61;;17,88;2,72;;3.851.536.004,00
CMCSA;61,72;1,56;22,72;2,98;1,02;59,41;19,90;11,44;13,06;17,28;4,21;0,96;2,60;-124,90;-1,13;0,92;13,13;4,50;8,48;0,34;0,66;0,39;6,81;5,23;;20,68;2,72;;283.462.169.472,00
CME;195,30;3,07;36,52;2,62;0,39;100,00;61,11;43,20;25,82;26,69;0,87;0,09;15,78;;-0,39;;7,18;1,07;6,91;0,15;0,85;0,02;7,23;11,04;;74,52;5,35;;70.139.709.990,00
CMI;238,57;2,31;15,54;3,90;1,52;24,51;12,61;9,52;11,73;11,98;0,24;0,08;1,48;6,43;-3,21;1,81;25,08;9,75;18,32;0,39;0,61;1,02;0,72;5,04;;61,23;15,35;;34.277.602.568,00
CMP;67,85;3,18;-18,17;12,38;1,17;22,38;10,38;-9,57;16,75;24,93;8,17;6,04;1,74;5,07;-2,12;2,07;-68,11;-6,44;9,06;0,09;0,91;0,67;4,57;-17,76;;5,48;-3,73;;2.310.887.343,00
CMRE;15,30;2,77;10,24;1,31;0,52;71,95;40,68;34,58;8,71;16,55;7,67;1,16;3,54;138,17;-0,57;1,05;12,82;5,10;6,54;0,40;0,60;0,15;-1,26;-41,16;;11,41;1,46;;1.880.940.496,00
CMS;64,96;2,64;20,88;3,25;0,63;41,37;21,75;12,98;12,46;20,54;8,08;2,10;2,71;-23,76;-0,68;0,75;15,54;3,01;7,53;0,19;0,79;0,23;0,68;7,76;;20,01;3,11;;18.815.936.832,00
CMTL;25,45;1,57;-8,32;1,35;0,66;35,62;-12,75;-13,61;-8,89;-11,24;-2,36;0,36;1,13;7,09;-0,94;1,47;-16,22;-7,98;-10,75;0,49;0,51;0,59;14,95;-21,30;;18,86;-3,06;;663.456.050,00
CNA;44,16;5,12;9,36;0,95;0,18;47,15;14,47;10,99;7,11;7,62;0,50;0,07;1,03;;-0,18;;10,10;1,93;9,04;0,19;0,81;0,18;3,50;7,57;;46,68;4,72;;11.993.780.500,00
CNFRL;24,90;6,78;51,00;5,50;0,89;20,28;5,70;4,00;35,74;8,27;3,12;0,48;2,04;;-0,89;;10,78;1,75;8,16;0,16;0,84;0,44;7,91;;;4,53;0,49;;34.784.946,00
CNI;127,22;1,48;28,84;5,44;2,39;75,73;38,52;28,19;21,11;23,21;2,11;0,54;8,13;-418,98;-2,59;0,93;18,86;8,29;12,28;0,44;0,56;0,29;2,59;0,86;;23,39;4,41;;90.059.038.000,00
CNO;23,72;2,07;6,50;0,57;0,09;46,19;16,14;11,19;4,50;9,29;4,78;0,60;0,73;;-0,09;;8,76;1,31;5,81;0,15;0,85;0,12;0,05;2,20;;41,66;3,65;;3.033.715.608,00
CNOB;28,91;1,38;9,95;1,19;0,15;0,00;54,10;36,91;6,79;4,03;-2,76;-0,49;3,67;;-0,15;;11,98;1,50;10,05;0,13;0,87;0,04;16,22;11,59;;24,25;2,91;;1.150.865.616,00
CNP;25,94;2,43;19,86;1,74;0,42;38,92;19,41;9,73;9,96;20,38;10,41;1,81;1,93;8,50;-0,49;1,54;8,74;2,13;5,50;0,24;0,76;0,22;0,09;;;14,96;1,31;;15.409.221.496,00
CNQ;34,99;4,04;24,04;1,57;0,70;42,52;8,23;11,88;34,67;46,41;11,70;0,53;2,85;-45,64;-0,74;0,81;6,55;2,90;2,83;0,44;0,56;0,24;6,48;;;22,23;1,46;;41.359.325.490,00
CNS;87,94;3,12;34,52;18,78;10,52;75,12;33,51;24,70;25,45;23,99;-1,43;-1,06;8,53;18,93;-62,58;3,02;54,42;30,49;59,19;0,56;0,28;1,23;5,40;3,48;;4,68;2,55;;4.239.692.352,00
CODI;31,41;12,99;63,87;1,96;0,77;38,29;6,66;1,73;16,60;23,75;7,15;0,84;1,11;4,44;-1,08;2,47;3,06;1,20;4,68;0,39;0,61;0,69;16,48;-30,85;;16,05;0,49;;2.038.509.000,00
COF;157,26;1,72;6,11;1,09;0,17;0,00;51,30;36,79;4,38;-4,09;-8,47;-2,10;2,25;;-0,17;;17,77;2,71;19,11;0,15;0,85;0,07;4,79;-6,86;;144,86;25,75;;70.196.006.430,00
COFS;24,70;3,48;9,80;0,82;0,09;0,00;27,96;22,98;8,05;-33,21;-41,26;-4,22;2,25;;-0,09;;8,41;0,91;8,48;0,11;0,89;0,04;23,72;22,14;;29,99;2,52;;188.238.700,00
COG;17,81;2,36;26,07;3,09;1,54;58,59;25,10;17,82;18,51;20,99;2,48;0,42;4,65;409,51;-1,69;1,05;11,87;5,92;9,45;0,50;0,50;0,33;1,56;;;5,75;0,68;;7.118.017.621,00
COLB;35,59;3,15;12,17;1,09;0,14;0,00;43,90;34,64;9,60;-16,68;-26,28;-3,00;4,21;;-0,14;;9,00;1,17;8,80;0,13;0,87;0,03;8,16;9,59;;32,51;2,93;;2.554.194.648,00
COP;56,24;3,06;40,69;1,70;0,88;58,07;13,87;5,93;17,40;19,28;1,88;0,18;2,41;8,35;-1,10;2,11;4,18;2,17;4,73;0,52;0,48;0,37;-9,50;;;33,06;1,38;;75.309.977.304,00
CORE;45,65;1,14;31,25;3,20;0,97;5,34;0,58;0,38;20,79;24,80;4,01;0,62;0,12;2,95;-3,36;1,85;10,23;3,09;7,03;0,30;0,70;8,06;8,91;4,18;;14,28;1,46;;2.062.540.040,00
COST;462,55;2,81;43,29;12,05;3,57;13,01;3,42;2,53;32,05;31,49;-0,57;-0,21;1,10;-3.099,51;-6,97;1,00;27,84;8,25;20,08;0,30;0,70;3,26;7,49;10,98;;38,40;10,69;;204.607.262.244,00
COWNL;27,30;7,10;2,65;0,72;0,08;98,24;38,41;15,59;1,08;0,75;-0,68;-0,46;0,41;;-0,08;;27,20;2,94;39,47;0,11;0,89;0,19;25,28;40,40;;37,82;10,29;;1.056.461.637,00
COWNZ;25,19;5,47;2,45;0,67;0,07;98,24;38,41;15,59;0,99;0,75;-0,68;-0,46;0,38;;-0,07;;27,20;2,94;39,47;0,11;0,89;0,19;25,28;40,40;;37,82;10,29;;1.056.461.637,00
CP;72,29;3,44;18,33;6,66;2,42;72,67;55,57;40,93;13,50;15,29;1,77;0,87;7,50;-71,95;-2,63;0,71;36,32;13,18;20,25;0,36;0,64;0,32;2,85;12,60;;10,86;3,94;;48.273.119.481,00
CPAC;5,55;22,97;55,42;8,18;2,85;29,79;17,31;8,69;27,82;29,87;2,20;0,65;4,81;41,76;-4,18;1,27;14,76;5,13;11,59;0,35;0,65;0,59;-1,81;-25,28;;0,68;0,10;;2.363.149.789,92
CPB;43,05;3,37;16,40;4,38;1,12;34,11;14,95;9,18;10,07;13,71;3,68;1,60;1,51;-117,11;-1,33;0,94;26,71;6,82;12,88;0,26;0,74;0,74;1,46;19,57;;9,88;2,64;;13.061.519.650,00
CPF;24,59;3,82;12,44;1,26;0,10;0,00;29,88;21,60;8,99;-13,80;-22,78;-3,18;2,69;;-0,10;;10,09;0,78;10,83;0,08;0,92;0,04;6,19;-4,07;;19,59;1,98;;692.773.995,00
CPK;130,77;1,37;28,84;3,11;1,17;39,65;23,82;14,77;17,89;23,09;5,25;0,91;4,26;-10,88;-1,24;0,34;10,77;4,05;7,05;0,38;0,62;0,27;1,23;11,69;;42,19;4,54;;2.298.024.232,00
CPLP;13,29;3,01;7,04;0,56;0,28;68,79;34,44;23,74;4,85;11,04;6,19;0,72;1,67;-124,21;-0,30;0,97;8,02;3,97;6,32;0,49;0,51;0,17;-8,56;-6,81;;23,54;1,89;;242.830.893,00
CR;97,27;1,77;16,29;3,31;1,29;36,93;14,66;11,53;12,81;13,87;1,06;0,27;1,88;6,24;-2,07;2,20;20,29;7,92;14,36;0,39;0,61;0,69;1,39;-4,59;;29,42;5,97;;5.703.134.640,00
CRAI;96,40;1,08;24,93;3,37;1,31;27,17;7,76;5,40;17,35;16,54;-0,77;-0,15;1,35;25,97;-2,14;1,15;13,51;5,26;14,77;0,39;0,61;0,97;10,86;26,20;;28,63;3,87;;709.907.706,00
CRD-A;9,95;2,31;10,23;2,45;0,69;27,24;7,34;4,84;6,75;7,68;1,03;0,37;0,50;6,06;-1,17;1,38;23,93;6,70;17,02;0,28;0,72;1,38;-61,75;;;4,06;0,97;;520.258.480,00
CRD-B;9,40;2,45;9,66;2,31;0,65;27,24;7,34;4,84;6,38;7,68;1,03;0,37;0,47;5,73;-1,11;1,38;23,93;6,70;17,02;0,28;0,72;1,38;-61,75;;;4,06;0,97;;520.258.480,00
CRS;33,32;2,40;-6,98;1,15;0,54;0,07;-17,97;-15,56;-6,04;-7,58;-1,54;0,29;1,09;1,97;-0,86;3,65;-16,49;-7,73;-15,98;0,47;0,53;0,50;-4,04;;;28,97;-4,78;;1.602.079.776,00
CRT;12,59;7,10;16,92;22,62;15,22;84,74;71,47;70,03;16,58;16,22;-0,36;-0,49;11,85;75,54;-22,62;2,60;133,72;89,95;136,48;0,67;0,33;1,28;-22,95;-10,47;;0,56;0,74;;75.540.000,00
CRWS;7,35;8,84;9,79;1,68;1,20;29,06;11,46;9,22;7,88;7,38;-0,50;-0,11;0,90;2,42;-4,55;3,09;17,18;12,29;17,18;0,72;0,28;1,33;-1,26;-2,29;;4,37;0,75;;73.741.815,00
CS;10,57;1,87;90,92;0,53;0,03;79,15;0,00;0,87;;;;-4,62;0,79;0,11;-0,26;1,43;0,58;0,03;;0,06;0,94;0,04;-0,50;;;19,97;0,12;;25.487.106.988,00
CSCO;59,42;2,46;24,51;6,23;2,67;63,94;26,42;20,92;19,40;18,31;-1,09;-0,35;5,13;19,57;-4,41;1,53;25,41;10,88;20,69;0,43;0,57;0,52;0,06;4,54;;9,54;2,42;;250.408.037.332,00
CSGS;48,42;2,00;24,10;3,61;1,23;47,40;10,98;6,49;14,26;15,45;1,21;0,31;1,57;28,98;-2,58;1,09;14,96;5,09;10,20;0,34;0,66;0,78;5,65;-1,26;;13,43;2,01;;1.582.777.284,00
CSL;207,25;1,02;32,31;4,47;1,85;27,27;11,15;7,76;22,47;25,32;2,85;0,57;2,51;6,17;-3,25;3,30;13,83;5,73;9,03;0,41;0,59;0,74;3,68;0,03;;46,39;6,42;;10.803.030.600,00
CSR;104,92;2,67;57,80;2,00;0,98;84,18;4,47;13,93;180,01;223,98;44,04;0,49;8,05;-4,12;-0,99;0,04;3,46;1,70;0,74;0,49;0,51;0,12;-0,15;;;52,40;1,82;;1.473.029.112,00
CSSEN;26,65;15,13;-11,80;5,97;1,85;28,20;-38,77;-43,20;-13,15;-12,48;-0,93;0,42;5,10;-4,49;-2,56;0,40;-50,61;-15,66;-27,18;0,31;0,69;0,36;;;;4,46;-2,26;;380.507.886,00
CSSEP;27,89;8,74;-12,35;6,25;1,93;28,20;-38,77;-43,20;-13,76;-12,48;-0,93;0,42;5,33;-4,70;-2,68;0,40;-50,61;-15,66;-27,18;0,31;0,69;0,36;;;;4,46;-2,26;;380.507.886,00
CSTE;13,31;2,63;24,47;0,92;0,55;27,84;5,98;3,70;15,14;11,57;-3,57;-0,22;0,91;1,93;-1,09;2,38;3,77;2,26;4,87;0,60;0,40;0,61;-0,53;-37,84;;14,43;0,54;;458.328.465,76
CSTR;21,41;1,03;11,78;1,32;0,15;0,00;36,41;27,79;8,99;-9,33;-18,32;-2,69;3,27;;-0,15;;11,20;1,25;11,67;0,11;0,89;0,05;22,29;26,72;;16,23;1,82;;474.294.620,00
CSWC;27,62;7,49;10,73;1,67;0,73;100,00;122,38;99,72;8,74;14,95;6,20;1,18;10,70;;-0,73;;15,53;6,84;8,25;0,44;0,56;0,07;40,48;;;16,58;2,57;;613.830.000,00
CSX;32,00;2,85;21,38;5,37;1,80;78,91;45,85;29,93;13,95;16,54;2,58;1,00;6,40;27,51;-2,04;2,34;25,14;8,43;13,82;0,34;0,66;0,28;-2,17;7,04;;5,96;1,50;;72.143.868.800,00
CTAS;396,53;1,50;36,75;11,07;4,96;46,58;19,48;15,61;29,46;30,92;1,48;0,56;5,74;44,91;-7,57;1,47;30,13;13,49;19,41;0,45;0,55;0,86;8,21;9,88;;35,82;10,79;;40.807.960.704,00
CTBI;41,26;3,73;9,11;1,08;0,13;0,00;43,63;34,23;7,14;-7,00;-14,14;-2,13;3,12;;-0,13;;11,81;1,47;7,92;0,12;0,88;0,04;3,89;5,09;;38,35;4,53;;735.788.625,00
CTSH;76,55;1,23;24,04;3,61;2,40;37,20;14,14;9,65;16,41;15,93;-0,47;-0,10;2,32;12,37;-3,89;2,03;15,00;9,99;14,22;0,67;0,33;1,03;6,05;-3,04;;21,22;3,18;;40.413.120.000,00
CTVA;44,92;1,18;27,05;1,30;0,79;40,58;10,43;8,19;21,26;20,63;-0,72;-0,04;2,22;4,69;-1,21;1,97;4,80;2,94;5,06;0,61;0,38;0,36;;;;34,58;1,66;;33.119.085.350,00
CTXS;102,75;1,40;35,15;43,59;1,90;82,13;14,70;11,47;27,43;33,77;6,35;10,08;4,03;-21,53;-2,45;0,72;124,00;5,41;11,77;0,04;0,96;0,47;4,11;9,57;;2,36;2,92;;12.757.394.349,00
CULP;13,29;3,24;0,03;0,00;0,00;0,08;37,93;26,29;0,02;-27,42;-27,44;-3,61;0,01;;0,00;;9,12;0,87;8,55;0,09;0,91;0,03;141,05;218,75;;4.319,81;393,80;;163.421.511,00
CURO;16,72;1,97;4,69;2,60;0,45;0,00;35,55;19,21;2,54;1,53;-1,01;-1,04;0,90;;-0,45;;55,35;9,56;85,36;0,17;0,83;0,50;0,83;33,64;;6,44;3,56;;693.531.504,00
CVBF;19,94;3,61;12,74;1,32;0,17;0,00;62,63;44,44;9,04;-10,19;-19,25;-2,81;5,66;;-0,17;;10,35;1,37;8,11;0,13;0,87;0,03;10,24;12,43;;15,12;1,56;;2.713.835.132,00
CVCY;21,28;2,16;9,64;1,02;0,11;0,00;44,44;33,49;7,26;-23,67;-30,94;-4,33;3,23;;-0,11;;10,54;1,16;10,58;0,11;0,89;0,03;9,28;13,16;;20,95;2,21;;255.023.776,00
CVGW;46,51;2,47;174,82;3,05;1,74;9,22;0,98;0,47;84,15;88,53;4,47;0,16;0,82;11,01;-2,71;1,78;1,74;0,99;2,35;0,57;0,43;2,11;4,34;;;15,27;0,27;;822.342.000,00
CVLY;22,19;2,21;13,90;1,09;0,10;0,00;24,45;17,43;9,91;-17,33;-27,19;-2,98;2,42;;-0,10;;7,81;0,70;8,28;0,09;0,91;0,04;7,09;-5,18;;20,43;1,60;;215.321.952,00
CVS;87,47;2,29;16,03;1,58;0,50;17,74;4,47;2,59;9,28;15,30;6,02;1,02;0,41;-41,95;-0,66;0,95;9,83;3,12;6,27;0,32;0,68;1,20;11,88;6,51;;55,51;5,46;;115.475.981.997,00
CVX;97,49;5,40;52,54;1,42;0,78;27,26;5,47;3,09;29,71;35,36;5,59;0,27;1,62;39,05;-0,90;1,17;2,69;1,48;2,48;0,55;0,45;0,48;-7,36;;;68,87;1,85;;188.865.836.154,00
CWBC;13,31;1,88;9,48;1,20;0,11;0,00;37,53;24,66;6,23;3,57;-2,72;-0,52;2,34;;-0,11;;12,63;1,13;7,24;0,09;0,91;0,05;7,99;26,41;;11,11;1,40;;115.524.740,00
CWCO;12,08;2,81;144,11;1,16;1,04;34,85;10,26;1,91;26,89;20,86;-6,00;-0,26;2,76;2,67;-1,81;11,86;0,81;0,72;4,11;0,89;0,11;0,38;4,92;-13,17;;10,39;0,08;;183.593.149,00
CWEN;31,70;4,12;-87,82;2,06;0,31;67,21;17,82;-3,42;16,84;51,91;35,03;4,28;3,00;283,74;-0,33;1,02;-2,34;-0,35;2,11;0,15;0,85;0,10;4,37;;;15,42;-0,36;;3.697.930.334,00
CWH;40,24;4,10;14,45;21,10;0,95;34,07;11,32;3,79;4,84;6,81;1,97;8,59;0,55;7,53;-1,76;1,38;146,09;6,60;36,29;0,05;0,95;1,74;10,68;-6,83;;1,91;2,79;;3.525.548.070,00
CWT;64,49;1,40;22,60;3,33;0,94;66,14;22,20;17,22;17,53;24,62;7,07;1,35;3,89;-58,52;-1,02;0,84;14,75;4,14;7,82;0,28;0,72;0,24;6,19;16,55;;19,35;2,85;;3.327.099.600,00
CYCCP;8,02;7,48;-5,42;1,71;1,60;;;;-4,64;-0,73;2,73;-1,01;;1,72;-565,32;14,82;-31,62;-29,49;-42,31;0,93;0,07;0,00;;;;4,68;-1,48;;55.312.259,00
CYD;14,20;11,97;7,27;0,36;0,17;16,41;5,86;2,99;3,70;-1,97;-5,65;-0,54;0,22;0,67;-0,64;1,55;4,89;2,37;8,04;0,49;0,51;0,79;8,45;17,99;;39,98;1,95;;575.693.306,10
CZNC;25,01;4,40;15,56;1,30;0,17;0,00;29,74;22,62;11,84;-4,72;-16,56;-1,82;3,52;;-0,17;;8,37;1,09;7,89;0,13;0,87;0,05;10,10;3,14;;19,19;1,61;;396.275.947,00
CZWI;13,82;1,66;8,55;0,90;0,09;21,05;27,47;21,41;6,67;-5,24;-11,91;-1,61;1,83;;-0,09;;10,52;1,01;4,78;0,10;0,90;0,05;25,25;35,31;;15,35;1,62;;147.632.150,00
CZZ;20,29;5,04;15,50;1,20;0,29;31,41;18,14;7,04;6,01;12,61;6,60;1,31;1,09;1,91;-0,41;2,24;7,73;1,89;5,63;0,24;0,76;0,27;5,76;21,24;;16,94;1,31;;4.572.266.971,86
D;78,38;4,41;27,19;2,39;0,65;48,42;26,68;17,93;18,27;29,65;11,38;1,49;4,87;-13,33;-0,70;0,59;8,78;2,38;3,99;0,27;0,73;0,13;3,94;;;32,84;2,88;;63.344.979.955,00
DAC;86,59;1,15;2,36;1,04;0,56;73,60;45,57;146,11;7,57;11,45;3,88;0,53;3,45;14,91;-0,63;1,52;44,10;23,61;8,07;0,54;0,46;0,16;-4,06;5,58;;83,17;36,68;;1.784.482.707,00
DAN;22,78;1,32;15,83;1,77;0,43;10,83;4,78;2,44;8,07;12,91;4,84;1,06;0,39;2,28;-0,82;1,66;11,17;2,72;7,77;0,24;0,73;1,12;3,24;;;12,88;1,44;;3.305.407.488,00
DCI;62,19;1,38;2,55;6,77;3,32;3,51;32,44;22,24;1,75;1,82;0,06;0,25;0,57;12,02;-6,76;2,18;265,28;129,95;222,52;0,49;0,51;5,84;60,48;88,55;;9,18;24,36;;7.818.903.422,00
DCOM;33,24;3,31;27,00;1,16;0,10;76,42;8,35;16,14;52,20;54,29;2,08;0,05;4,36;6,14;-0,73;1,02;4,30;0,39;0,19;0,09;0,91;0,02;24,69;21,90;;28,63;1,23;;1.361.886.012,00
DCOMP;26,20;5,25;21,28;0,92;0,08;76,42;8,35;16,14;41,15;54,29;2,08;0,05;3,44;4,84;-0,58;1,02;4,30;0,39;0,19;0,09;0,91;0,02;24,69;21,90;;28,63;1,23;;1.361.886.012,00
DCP;27,95;5,58;33,28;;0,44;8,43;6,80;2,25;11,01;21,92;10,92;;0,75;-20,36;-0,49;0,84;;1,32;8,89;0,00;0,57;0,58;-3,24;;;0,00;0,84;;5.817.483.792,00
DCUE;101,58;3,57;35,23;3,09;0,84;48,42;26,68;17,93;23,68;29,65;11,38;1,49;6,32;-17,28;-0,90;0,59;8,78;2,38;3,99;0,27;0,73;0,13;3,94;;;32,84;2,88;;63.344.979.955,00
DD;72,08;1,66;6,26;1,40;0,82;34,56;11,54;32,62;17,70;20,86;3,13;0,25;2,04;5,75;-1,07;2,66;22,41;13,14;5,27;0,59;0,41;0,40;-16,00;;;51,38;11,51;;37.775.154.874,00
DFS;122,99;1,48;7,70;2,80;0,33;0,00;51,06;35,92;5,42;1,85;-3,57;-1,84;2,77;;-0,33;;36,32;4,31;40,89;0,12;0,88;0,12;5,31;-12,67;;43,98;15,97;;36.840.602.568,00
DGICA;15,16;4,09;8,92;0,86;0,21;24,72;8,32;6,66;7,14;6,67;-0,48;-0,06;0,59;;-0,21;;9,65;2,36;8,61;0,24;0,76;0,35;4,10;20,27;;17,61;1,70;;473.678.748,00
DGICB;15,19;5,49;8,94;0,86;0,21;24,72;8,32;6,66;7,16;6,67;-0,48;-0,06;0,60;;-0,21;;9,65;2,36;8,61;0,24;0,76;0,35;4,10;20,27;;17,61;1,70;;473.678.748,00
DGX;155,84;1,51;8,47;3,23;1,48;41,18;28,13;20,32;6,12;7,22;1,11;0,58;1,72;32,00;-1,78;1,38;38,09;17,47;24,35;0,46;0,54;0,86;4,72;15,18;;48,28;18,39;;19.025.994.176,00
DHIL;183,96;7,61;10,62;2,81;2,05;100,00;52,10;36,93;7,53;6,37;-1,12;-0,42;3,92;;-2,05;;26,44;19,30;28,08;0,73;0,22;0,52;0,31;0,84;;65,53;17,33;;586.647.765,00
DHT;5,83;5,27;4,80;0,89;0,57;68,50;40,66;36,34;4,29;6,46;2,21;0,46;1,74;13,71;-0,61;2,86;18,47;11,89;13,69;0,64;0,36;0,33;13,61;20,39;;6,63;1,23;;978.963.106,00
DKL;43,77;8,40;11,42;;2,03;35,43;34,56;27,59;9,11;13,53;4,44;;3,15;-42,83;-2,08;0,34;;17,80;22,43;0,00;1,12;0,65;-0,91;20,89;;0,00;3,83;;1.896.306.376,00
DLX;39,20;3,06;18,43;3,02;0,55;58,56;8,18;4,99;11,25;21,60;10,35;2,78;0,92;21,91;-0,69;1,14;16,39;3,00;4,71;0,18;0,82;0,60;0,20;-47,32;;12,98;2,13;;1.668.181.608,00
DMLP;16,65;12,83;14,66;;5,39;93,33;63,04;63,04;14,66;14,19;-0,51;;9,24;19,53;-7,65;14,95;;36,76;;0,00;0,04;0,58;8,05;11,41;;0,00;1,14;;591.260.160,00
DOV;174,93;1,13;28,63;6,77;2,62;37,75;16,07;11,84;21,10;23,15;2,08;0,67;3,39;21,74;-3,83;1,61;23,65;9,13;14,54;0,39;0,61;0,77;-0,80;-4,71;;25,84;6,11;;25.142.771.185,00
DOW;62,12;4,51;11,23;2,97;0,75;17,06;13,93;8,94;7,20;9,11;1,90;0,79;1,00;5,76;-1,12;1,65;26,50;6,68;15,92;0,25;0,75;0,75;;;;20,88;5,53;;46.327.344.216,00
DOX;78,31;1,76;14,81;2,72;1,50;33,57;13,86;15,89;16,98;16,45;-0,53;-0,09;2,35;10,34;-2,30;1,72;18,36;10,14;10,35;0,55;0,45;0,64;2,73;2,43;;28,80;5,29;;9.914.437.550,00
DRD;9,81;5,73;135,08;3,22;2,30;20,58;12,24;6,25;69,02;60,34;-8,89;-0,42;8,45;9,02;-3,74;2,94;2,39;1,70;3,94;0,71;0,29;0,27;5,49;43,79;;3,04;0,07;;841.431.969,36
DRI;148,05;1,77;30,96;6,93;1,83;20,75;8,01;8,75;33,79;32,93;-0,49;-0,10;2,71;854,46;-2,22;1,01;22,37;5,91;13,91;0,26;0,74;0,68;0,75;10,91;;21,59;4,83;;19.269.189.130,00
DSWL;4,37;4,35;27,34;0,86;0,70;15,01;-1,41;2,72;-52,77;-17,66;35,11;-0,58;0,74;1,30;-2,50;3,88;3,16;2,55;-1,81;0,81;0,19;0,94;7,80;;;5,05;0,16;;69.549.424,00
DTE;120,75;4,43;17,63;1,89;0,47;33,03;15,59;9,77;11,05;20,40;9,35;1,60;1,72;8,78;-0,54;1,71;10,72;2,67;5,49;0,25;0,75;0,27;3,33;13,48;;63,89;6,85;;23.395.505.700,00
DUK;105,68;3,67;27,98;1,69;0,49;54,40;20,06;11,91;16,61;29,95;13,34;1,36;3,33;-11,25;-0,52;0,55;6,04;1,76;4,25;0,29;0,71;0,15;1,30;-13,33;;62,56;3,78;;81.326.677.696,00
DVD;2,61;4,21;3,42;1,13;0,86;100,00;41,89;31,55;2,57;2,07;-0,50;-0,22;1,08;4,04;-1,30;2,70;33,08;25,24;33,10;0,76;0,24;0,80;-3,70;7,54;;2,31;0,76;;95.123.016,00
DVN;29,17;5,14;71,81;2,35;0,98;77,80;3,85;4,04;75,37;94,32;18,94;0,59;2,90;4.937,02;-1,16;1,00;3,27;1,37;-0,47;0,42;0,58;0,34;-18,15;;;12,41;0,41;;19.748.090.000,00
E;25,09;3,91;317,46;1,83;0,62;29,11;7,89;0,45;18,27;19,48;1,22;0,12;1,44;6,62;-0,96;1,36;0,58;0,20;2,06;0,34;0,66;0,43;-6,40;;;13,69;0,08;;89.563.819.750,57
EBAYL;25,14;2,98;1,27;1,26;0,51;74,59;28,16;124,63;5,61;14,49;-2,59;-0,58;1,58;1,09;-1,39;3,96;98,99;40,49;9,61;0,41;0,59;0,32;3,63;26,86;;20,02;19,82;;49.742.269.816,00
EBC;18,94;1,16;52,86;1,03;0,21;23,99;10,07;10,96;57,57;-46,74;-104,31;-1,87;5,80;;-0,21;;1,95;0,39;0,90;0,20;0,80;0,04;;;;18,37;0,36;;3.537.200.308,00
EBF;19,32;4,79;18,53;1,66;1,36;29,80;10,41;7,44;13,25;11,11;-2,14;-0,27;1,38;4,35;-2,34;3,99;8,97;7,34;8,97;0,82;0,18;0,99;-1,49;-7,58;;11,63;1,04;;504.315.756,00
EBIX;28,59;1,05;10,86;1,39;0,57;30,40;12,63;8,93;7,67;12,62;4,95;0,90;0,97;5,19;-0,74;1,96;12,82;5,27;8,46;0,41;0,59;0,59;18,70;3,04;;20,55;2,63;;884.671.806,00
EBMT;22,18;2,32;7,71;0,98;0,11;25,55;18,72;19,34;7,97;-7,31;-15,28;-1,89;1,49;;-0,11;;12,76;1,43;7,62;0,11;0,89;0,07;25,09;52,39;;22,54;2,88;;150.307.206,00
EBR;7,11;5,61;7,66;0,83;0,34;85,47;25,21;26,13;7,94;10,40;2,46;0,26;2,00;3,16;-0,46;1,79;10,89;4,49;5,80;0,41;0,59;0,17;-10,86;;;8,52;0,93;;11.155.098.699,00
EBSB;20,46;1,76;14,23;1,34;0,17;0,00;45,91;29,73;9,21;-0,61;-9,81;-1,43;4,23;;-0,17;;9,44;1,20;11,33;0,13;0,87;0,04;14,58;21,46;;15,23;1,44;;1.075.407.676,00
EBTC;33,74;2,16;9,73;1,20;0,09;0,00;35,67;25,08;6,84;-16,22;-23,06;-4,03;2,44;;-0,09;;12,28;0,94;13,11;0,08;0,92;0,04;10,49;14,27;;28,23;3,47;;405.554.800,00
ECC;13,86;6,61;5,46;1,41;0,95;100,00;92,58;134,32;7,92;8,81;0,87;0,15;7,33;28,13;-1,00;3,25;25,90;17,49;15,01;0,68;0,32;0,13;;;;9,80;2,54;;449.732.971,00
ED;76,30;4,05;24,07;1,37;0,43;56,63;15,97;8,65;13,04;24,20;11,16;1,17;2,08;-60,32;-0,47;0,92;5,67;1,78;4,49;0,31;0,69;0,21;-0,50;-1,59;;55,87;3,17;;26.955.963.704,00
EDUC;10,51;3,81;6,43;2,11;0,96;70,71;9,31;6,82;4,71;5,84;1,13;0,50;0,44;3,46;-2,94;1,70;32,74;14,93;21,28;0,46;0,54;2,19;26,32;42,89;;4,99;1,63;;90.913.602,00
EFC;18,52;7,67;5,16;1,01;0,22;100,00;159,81;149,01;4,81;19,31;14,50;3,03;7,69;;-0,22;;19,48;4,20;4,42;0,22;0,78;0,03;1,35;-6,77;;18,42;3,59;;928.261.292,00
EFSC;44,55;1,62;14,94;1,54;0,17;0,00;40,72;29,86;10,95;-3,59;-14,54;-2,04;4,46;;-0,17;;10,30;1,11;9,36;0,11;0,89;0,04;18,55;14,11;;28,95;2,98;;1.720.725.930,00
