TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
BRKM5;62,86;;5,36;5,79;0,57;30,48;19,50;11,15;3,07;4,24;1,26;2,37;0,60;6,27;-1,02;1,26;107,98;10,63;31,39;0,10;0,92;0,95;4,54;;147.574.457,29;10,86;11,73;-0,03;48.708.468.796,72
BRKM6;40,90;;3,49;3,77;0,37;30,48;19,50;11,15;1,99;4,24;1,26;2,37;0,39;4,08;-0,67;1,26;107,98;10,63;31,39;0,10;0,92;0,95;4,54;;11.497,50;10,86;11,73;-0,02;48.708.468.796,72
BRML3;9,42;;54,54;0,77;0,42;89,93;42,02;16,14;20,95;27,12;6,17;0,23;8,81;6,10;-0,48;2,53;1,41;0,78;2,45;0,55;0,43;0,05;-7,67;;131.554.661,00;12,25;0,17;-6,36;8.224.991.356,86
BRPR3;8,39;2,35;18,66;0,55;0,36;100,00;123,18;65,97;10,00;14,82;4,82;0,26;12,31;13,23;-0,38;1,56;2,94;1,90;2,86;0,65;0,35;0,03;-15,19;;16.567.084,37;15,29;0,45;-0,35;3.978.199.857,83
BRQB3;0,00;;0,00;0,00;0,00;34,35;15,10;9,13;0,00;-0,58;-0,58;-0,45;0,00;0,00;0,00;2,08;46,25;18,52;32,45;0,40;0,59;2,03;3,80;47,08;;0,83;0,38;0,00;0,00
BRSR3;13,54;5,58;6,19;0,64;0,06;85,68;17,04;13,76;5,00;4,77;;;0,85;1,14;-0,06;2,07;10,34;0,91;;0,09;0,91;0,07;-5,25;-6,77;100.803,95;21,16;2,19;-0,63;5.280.588.277,22
BRSR5;17,69;5,57;8,09;0,84;0,07;85,68;17,04;13,76;6,53;4,77;;;1,11;1,48;-0,08;2,07;10,34;0,91;;0,09;0,91;0,07;-5,25;-6,77;13.088,70;21,16;2,19;-0,82;5.280.588.277,22
BRSR6;12,28;6,15;5,62;0,58;0,05;85,68;17,04;13,76;4,53;4,77;;;0,77;1,03;-0,06;2,07;10,34;0,91;;0,09;0,91;0,07;-5,25;-6,77;19.611.108,95;21,16;2,19;-0,57;5.280.588.277,22
BSEV3;9,00;;10,22;-10,84;0,78;26,77;17,92;5,55;3,17;5,46;2,30;;0,57;-1,59;-1,13;0,39;-106,05;7,59;30,90;-0,07;1,07;1,37;10,88;;1.097.133,50;-0,83;0,88;-0,06;9.183.864.834,00
BSLI3;31,00;6,14;22,91;5,24;0,42;74,02;26,69;18,80;16,14;15,12;;;4,31;-1,49;-0,45;0,23;22,86;1,82;;0,08;0,92;0,10;-2,43;29,66;49.110,53;5,92;1,35;2,98;10.545.646.500,00
BSLI4;22,45;9,32;16,59;3,79;0,30;74,02;26,69;18,80;11,69;15,12;;;3,12;-1,08;-0,33;0,23;22,86;1,82;;0,08;0,92;0,10;-2,43;29,66;11.159,00;5,92;1,35;2,16;10.545.646.500,00
BTTL4;11.091,73;;4.145,50;3.034,97;797,36;16,22;8,54;5,83;2.832,61;4,14;0,04;0,04;241,80;4.952,81;-1.983,72;1,37;73,21;19,23;52,01;0,26;0,74;3,30;5,92;-24,36;;3,65;2,68;13,41;238.957.933,44
CALI3;98,18;;13,59;5,85;0,27;27,76;13,05;4,23;4,41;6,91;3,95;5,24;0,58;0,88;-0,54;2,60;43,09;1,99;13,82;0,05;0,95;0,47;-7,97;-33,18;;16,77;7,23;-0,11;24.582.197,20
CALI4;50,00;;6,92;2,98;0,14;27,76;13,05;4,23;2,24;6,91;3,95;5,24;0,29;0,45;-0,27;2,60;43,09;1,99;13,82;0,05;0,95;0,47;-7,97;-33,18;9.554,00;16,77;7,23;-0,06;24.582.197,20
CAMB3;4,40;;6,16;1,95;0,69;45,60;17,13;17,13;6,16;8,19;2,03;0,65;1,05;151,07;-1,07;1,01;31,73;11,27;13,71;0,36;0,65;0,66;-11,36;;313.325,68;2,25;0,71;0,01;185.966.352,00
CAMB4;6,25;;8,75;2,78;0,99;45,60;17,13;17,13;8,75;8,19;2,03;0,65;1,50;214,59;-1,51;1,01;31,73;11,27;13,71;0,36;0,65;0,66;-11,36;;;2,25;0,71;0,01;185.966.352,00
CAML3;9,64;6,35;7,73;1,32;0,58;21,20;7,62;5,77;5,85;7,90;2,05;0,46;0,45;1,62;-1,51;2,38;17,03;7,48;10,93;0,44;0,56;1,30;12,04;33,10;13.635.376,05;7,32;1,25;0,10;3.566.800.000,00
CARD3;21,53;2,19;16,67;2,92;1,67;30,92;17,38;11,13;10,67;11,08;0,41;0,11;1,85;47,61;-2,37;1,14;17,50;10,04;14,51;0,57;0,43;0,90;-0,29;19,73;10.899.194,00;7,38;1,29;0,40;899.954.000,00
CASH3;41,40;0,09;1.265,36;15,77;12,91;3,72;3,72;2,50;850,30;820,62;-29,68;-0,55;31,63;26,34;-28,55;9,54;1,25;1,02;1,08;0,82;0,14;0,41;;;272.636.125,71;2,63;0,03;-15,27;5.544.826.200,00
CASN3;15,01;0,25;98,93;8,29;3,20;49,75;21,44;10,42;48,06;42,61;5,18;0,89;10,30;-224,24;-3,64;0,89;8,38;3,24;6,36;0,39;0,61;0,31;7,49;59,39;15.010,00;1,81;0,15;46,81;9.351.999.869,82
CASN4;8,37;0,49;55,17;4,62;1,79;49,75;21,44;10,42;26,80;42,61;5,18;0,89;5,75;-125,04;-2,03;0,89;8,38;3,24;6,36;0,39;0,61;0,31;7,49;59,39;;1,81;0,15;26,10;9.351.999.869,82
CATA3;103,61;;2,70;0,11;0,06;23,62;3,95;3,10;2,12;6,12;4,02;0,21;0,08;0,27;-0,12;1,91;4,17;2,31;3,57;0,55;0,45;0,74;-4,76;;;922,36;38,44;-0,04;14.940.354,78
CATA4;0,00;;0,00;0,00;0,00;23,62;3,95;3,10;0,00;6,12;4,02;0,21;0,00;0,00;0,00;1,91;4,17;2,31;3,57;0,55;0,45;0,74;-4,76;;;922,36;38,44;0,00;14.940.354,78
CBAV3;11,83;;17,47;2,07;0,67;14,94;16,21;13,38;14,42;18,80;4,37;0,63;2,34;5,07;-1,02;1,62;11,85;3,84;4,91;0,32;0,66;0,29;;;22.574.208,53;5,71;0,68;;7.048.708.329,39
CBEE3;23,40;0,30;-238,11;1,07;0,26;11,95;1,16;-0,24;49,06;104,23;55,16;1,20;0,57;-4,17;-0,32;0,75;-0,45;-0,11;0,56;0,24;0,76;0,46;3,81;;11.847,71;21,89;-0,10;2,25;3.899.243.228,40
CCPR3;10,31;9,34;33,06;0,96;0,31;62,82;53,02;9,63;6,00;10,05;4,05;0,65;3,18;3,23;-0,36;2,68;2,90;0,92;4,92;0,32;0,43;0,10;4,82;19,63;2.644.983,18;10,75;0,31;-1,28;1.573.764.227,95
CCRO3;12,66;2,17;37,15;3,12;0,70;38,33;27,20;5,96;8,15;12,66;4,52;1,73;2,22;16,37;-0,93;1,22;8,39;1,90;7,63;0,23;0,76;0,32;3,13;-35,76;121.889.125,21;4,06;0,34;-1,70;25.573.200.000,00
CCXC3;1,16;;0,35;-0,03;0,22;;;;-3,63;-3,58;0,06;;;-0,03;;0,11;-7,84;64,02;0,75;-8,16;9,16;0,00;;;;-42,33;3,32;0,00;1.973.425,64
CEAB3;9,77;;255,09;1,16;0,43;45,67;0,98;0,25;64,33;74,38;10,05;0,18;0,63;2,29;-0,74;1,83;0,46;0,17;1,08;0,37;0,63;0,68;;;27.170.394,58;8,40;0,04;-2,45;3.011.554.314,36
CEBR3;174,95;21,09;1,52;1,35;1,16;-7,88;-212,61;-184,88;1,32;0,57;-0,74;-0,75;;1,60;-4,78;25,71;88,42;76,37;61,87;0,86;0,04;-0,41;-36,10;56,67;284.939,70;129,89;114,85;0,00;2.500.738.879,05
CEBR5;172,90;21,34;1,51;1,33;1,15;-7,88;-212,61;-184,88;1,31;0,57;-0,74;-0,75;;1,58;-4,72;25,71;88,42;76,37;61,87;0,86;0,04;-0,41;-36,10;56,67;99.280,69;129,89;114,85;0,00;2.500.738.879,05
CEBR6;171,99;23,60;1,50;1,32;1,14;-7,88;-212,61;-184,88;1,30;0,57;-0,74;-0,75;;1,57;-4,70;25,71;88,42;76,37;61,87;0,86;0,04;-0,41;-36,10;56,67;123.058,47;129,89;114,85;0,00;2.500.738.879,05
CEDO3;8,71;;26,98;0,64;0,11;17,21;5,01;0,40;2,15;6,77;4,84;1,44;0,11;-2,08;-0,22;0,90;2,36;0,42;10,82;0,18;0,80;1,06;9,31;;11.322,12;13,69;0,32;-0,26;78.342.492,16
CEDO4;6,67;;20,66;0,49;0,09;17,21;5,01;0,40;1,64;6,77;4,84;1,44;0,08;-1,59;-0,17;0,90;2,36;0,42;10,82;0,18;0,80;1,06;9,31;;64.255,61;13,69;0,32;-0,20;78.342.492,16
CEEB3;40,89;11,27;7,01;1,82;0,47;23,51;17,69;11,84;4,69;9,19;3,54;1,37;0,83;-73,91;-0,60;0,97;25,99;6,74;13,20;0,26;0,74;0,57;10,93;29,39;124.385,28;22,43;5,83;0,11;12.895.957.877,05
CEEB5;40,00;11,52;6,86;1,78;0,46;23,51;17,69;11,84;4,59;9,19;3,54;1,37;0,81;-72,30;-0,59;0,97;25,99;6,74;13,20;0,26;0,74;0,57;10,93;29,39;10.401,00;22,43;5,83;0,11;12.895.957.877,05
CEEB6;60,68;8,35;10,41;2,71;0,70;23,51;17,69;11,84;6,97;9,19;3,54;1,37;1,23;-109,68;-0,89;0,97;25,99;6,74;13,20;0,26;0,74;0,57;10,93;29,39;;22,43;5,83;0,16;12.895.957.877,05
CEED3;46,16;;-2,43;-0,53;0,63;-0,60;-15,81;-35,58;-5,47;-7,18;-1,71;;0,86;-3,76;-0,86;0,61;-21,94;-26,13;12,72;-1,19;2,19;0,73;-0,25;;14.313,28;-86,66;-19,01;0,72;3.152.228.663,76
CEED4;55,80;;-2,94;-0,64;0,77;-0,60;-15,81;-35,58;-6,61;-7,18;-1,71;;1,04;-4,54;-1,04;0,61;-21,94;-26,13;12,72;-1,19;2,19;0,73;-0,25;;5.844,20;-86,66;-19,01;0,88;3.152.228.663,76
CEGR3;59,95;2,26;41,53;13,89;4,25;30,70;18,29;10,83;24,60;25,76;1,16;0,65;4,50;-361,66;-6,00;0,96;33,44;10,24;19,70;0,31;0,69;0,94;-3,10;4,36;209.837,00;4,32;1,44;-79,15;15.565.282.033,40
CEPE3;125,26;2,37;21,28;5,20;0,81;17,46;10,98;5,63;10,91;15,81;5,84;2,78;1,20;18,69;-1,08;1,21;24,44;3,81;10,08;0,16;0,84;0,68;8,76;62,59;92.909,67;24,08;5,89;0,09;8.538.162.269,93
CEPE5;25,50;11,62;4,33;1,06;0,17;17,46;10,98;5,63;2,22;15,81;5,84;2,78;0,24;3,81;-0,22;1,21;24,44;3,81;10,08;0,16;0,84;0,68;8,76;62,59;17.840,75;24,08;5,89;0,02;8.538.162.269,93
CEPE6;28,05;11,62;4,77;1,16;0,18;17,46;10,98;5,63;2,44;15,81;5,84;2,78;0,27;4,19;-0,24;1,21;24,44;3,81;10,08;0,16;0,84;0,68;8,76;62,59;35.590,85;24,08;5,89;0,02;8.538.162.269,93
CESP3;24,60;10,55;4,93;1,14;0,57;32,27;38,28;79,62;10,25;11,78;1,73;0,19;3,92;33,35;-0,61;1,35;23,09;11,61;-8,25;0,50;0,50;0,15;-8,26;;173.997,21;21,62;4,99;0,63;7.897.181.299,24
CESP5;31,17;10,81;6,24;1,44;0,72;32,27;38,28;79,62;12,99;11,78;1,73;0,19;4,97;42,25;-0,78;1,35;23,09;11,61;-8,25;0,50;0,50;0,15;-8,26;;15.173,45;21,62;4,99;0,80;7.897.181.299,24
CESP6;23,87;10,88;4,78;1,10;0,56;32,27;38,28;79,62;9,95;11,78;1,73;0,19;3,81;32,36;-0,59;1,35;23,09;11,61;-8,25;0,50;0,50;0,15;-8,26;;36.338.437,87;21,62;4,99;0,61;7.897.181.299,24
CGAS3;153,00;5,55;12,18;13,58;1,73;31,39;24,74;17,35;8,54;10,48;1,93;3,07;2,11;14,21;-2,62;1,55;111,49;14,16;25,20;0,13;0,87;0,82;4,74;10,49;32.915,60;11,26;12,56;0,51;20.275.649.811,00
CGAS5;149,01;6,27;11,86;13,23;1,68;31,39;24,74;17,35;8,32;10,48;1,93;3,07;2,06;13,84;-2,55;1,55;111,49;14,16;25,20;0,13;0,87;0,82;4,74;10,49;391.624,32;11,26;12,56;0,49;20.275.649.811,00
CGRA3;41,60;4,57;12,77;1,17;0,85;53,29;25,34;11,84;5,97;5,01;-0,84;-0,16;1,51;2,81;-1,67;2,64;9,18;6,69;15,95;0,73;0,27;0,57;3,76;8,78;87.698,47;35,48;3,26;-0,25;799.345.486,64
CGRA4;40,22;4,73;12,35;1,13;0,83;53,29;25,34;11,84;5,77;5,01;-0,84;-0,16;1,46;2,72;-1,62;2,64;9,18;6,69;15,95;0,73;0,27;0,57;3,76;8,78;555.034,66;35,48;3,26;-0,24;799.345.486,64
CIEL3;2,99;3,90;-51,27;0,83;0,10;28,00;2,19;-1,40;32,68;37,02;4,34;0,11;0,72;1,56;-0,69;1,08;-1,62;-0,19;-0,50;0,12;0,88;0,14;0,11;;82.446.434,63;3,61;-0,06;0,42;8.123.277.032,39
CLSA3;28,70;;264,66;134,34;19,46;46,76;19,74;10,05;134,78;137,22;2,44;2,44;26,61;135,81;-47,84;1,32;50,76;7,35;17,00;0,14;0,86;0,73;;;49.127.826,26;0,21;0,11;;5.198.138.547,00
CLSC3;93,69;3,38;5,89;1,58;0,30;13,28;8,14;6,31;4,57;4,87;1,04;0,36;0,37;2,35;-0,47;1,57;26,85;5,16;12,55;0,19;0,81;0,82;4,67;31,75;14.535,63;59,21;15,90;0,09;3.030.978.119,13
CLSC4;68,40;5,09;4,30;1,16;0,22;13,28;8,14;6,31;3,34;4,87;1,04;0,36;0,27;1,71;-0,34;1,57;26,85;5,16;12,55;0,19;0,81;0,82;4,67;31,75;610.555,45;59,21;15,90;0,07;3.030.978.119,13
CMIG3;16,52;5,91;6,59;1,41;0,52;20,48;23,59;15,33;4,28;4,80;1,10;0,36;1,01;5,23;-0,72;1,56;21,40;7,89;15,61;0,37;0,63;0,51;2,90;3,02;6.448.565,55;11,72;2,51;0,03;24.163.981.396,44
CMIG4;13,14;7,43;5,24;1,12;0,41;20,48;23,59;15,33;3,41;4,80;1,10;0,36;0,80;4,16;-0,57;1,56;21,40;7,89;15,61;0,37;0,63;0,51;2,90;3,02;90.861.305,89;11,72;2,51;0,02;24.163.981.396,44
CMIN3;7,29;5,24;5,31;2,63;1,49;65,85;55,35;34,22;3,28;2,81;-0,48;-0,38;1,82;5,46;-3,02;2,17;49,53;28,08;46,59;0,57;0,43;0,82;;;51.172.829,32;2,77;1,37;0,03;40.760.184.346,02
CMSA3;0,00;;0,00;0,00;0,00;;;;0,00;0,56;0,56;-0,96;;0,00;0,00;259,59;-170,08;-169,45;-170,76;1,00;0,00;0,00;;;;0,00;0,00;0,00;0,00
CMSA4;0,00;;0,00;0,00;0,00;;;;0,00;0,56;0,56;-0,96;;0,00;0,00;259,59;-170,08;-169,45;-170,76;1,00;0,00;0,00;;;;0,00;0,00;0,00;0,00
CNSY3;30,22;;-17,74;-30,50;5,42;-236,68;-280,17;-351,85;-22,28;-25,61;-3,32;;62,43;-15,39;-5,83;0,17;-171,87;-30,52;-40,89;-0,18;1,18;0,09;-13,15;;;-0,99;-1,70;-0,09;935.885.083,86
COCE3;65,90;3,21;11,86;1,51;0,50;12,53;8,52;6,71;9,34;11,77;4,96;0,80;0,80;-704,66;-0,69;1,00;12,70;4,23;5,86;0,33;0,67;0,63;7,29;-6,09;9.910,00;43,75;5,56;0,93;3.738.700.777,84
COCE5;60,10;3,52;10,81;1,37;0,46;12,53;8,52;6,71;8,52;11,77;4,96;0,80;0,73;-642,65;-0,63;1,00;12,70;4,23;5,86;0,33;0,67;0,63;7,29;-6,09;1.938.563,47;43,75;5,56;0,85;3.738.700.777,84
COCE6;19,17;11,03;3,45;0,44;0,15;12,53;8,52;6,71;2,72;11,77;4,96;0,80;0,23;-204,98;-0,20;1,00;12,70;4,23;5,86;0,33;0,67;0,63;7,29;-6,09;;43,75;5,56;0,27;3.738.700.777,84
COGN3;3,39;;-1,16;0,49;0,21;64,58;-63,84;-121,40;-2,20;-4,35;-2,15;0,48;1,41;1,63;-0,30;1,89;-42,12;-18,55;-12,66;0,44;0,52;0,15;0,02;;133.215.999,47;6,95;-2,93;0,00;6.361.695.051,90
CORR3;2,71;;0,01;0,17;0,00;77,16;28,59;27,09;0,01;-2,53;-2,75;-40,80;0,00;0,00;-0,02;27,03;1.403,96;24,34;1.220,05;0,02;0,98;0,90;44,77;;;16,37;229,82;0,00;1.278.894,65
CORR4;82,00;7,50;0,36;5,01;0,09;77,16;28,59;27,09;0,34;-2,53;-2,75;-40,80;0,10;0,11;-0,46;27,03;1.403,96;24,34;1.220,05;0,02;0,98;0,90;44,77;;;16,37;229,82;0,00;1.278.894,65
CPFE3;29,02;5,18;7,68;2,22;0,60;23,45;18,25;12,75;5,36;7,60;2,24;0,93;0,98;-32,58;-0,75;0,92;28,86;7,76;15,21;0,27;0,73;0,61;8,45;33,47;52.352.388,13;13,10;3,78;0,15;33.438.423.848,80
CPLE11;32,62;1,20;5,07;0,89;0,38;24,81;20,66;17,40;4,27;6,23;1,95;0,40;0,88;58,63;-0,48;1,03;17,45;7,43;11,29;0,43;0,57;0,43;4,51;25,31;13.722.368,16;36,86;6,43;-0,79;17.853.276.665,00
CPLE3;5,90;14,92;4,59;0,80;0,34;24,81;20,66;17,40;3,86;6,23;1,95;0,40;0,80;53,02;-0,43;1,03;17,45;7,43;11,29;0,43;0,57;0,43;4,51;25,31;8.000.160,37;7,37;1,29;-0,72;17.853.276.665,00
CPLE5;34,00;3,74;26,44;4,61;1,96;24,81;20,66;17,40;22,27;6,23;1,95;0,40;4,60;305,56;-2,50;1,03;17,45;7,43;11,29;0,43;0,57;0,43;4,51;25,31;12.569,14;7,37;1,29;-4,13;17.853.276.665,00
CPLE6;6,72;14,41;5,22;0,91;0,39;24,81;20,66;17,40;4,40;6,23;1,95;0,40;0,91;60,39;-0,49;1,03;17,45;7,43;11,29;0,43;0,57;0,43;4,51;25,31;54.248.954,39;7,37;1,29;-0,82;17.853.276.665,00
CPRE3;18,23;;8,13;1,94;0,90;61,25;50,17;45,87;7,43;8,39;0,96;0,25;3,73;-4,50;-1,01;0,35;23,89;11,13;17,17;0,47;0,53;0,24;7,96;;;9,39;2,24;0,01;10.824.655.047,92
CRDE3;21,88;;-3,11;0,51;0,45;-18,70;-828,63;-868,67;-3,26;-2,23;1,02;-0,16;27,00;3,64;-0,56;2,82;-16,34;-14,58;-17,06;0,89;0,11;0,02;-41,45;;20.897,00;43,10;-7,04;-0,01;52.996.707,64
CREM3;14,50;;32,70;2,45;0,67;30,30;7,39;2,10;9,28;13,11;3,84;1,01;0,69;4,89;-1,69;1,29;7,50;2,05;9,29;0,27;0,73;0,98;1,09;;;5,91;0,44;22,14;465.122.474,00
CRFB3;18,89;2,49;12,06;2,30;0,73;18,96;6,48;4,15;7,71;9,25;1,55;0,46;0,50;-87,83;-1,39;0,98;19,11;6,03;14,13;0,32;0,66;1,46;11,38;23,62;87.481.490,92;8,20;1,57;0,26;37.503.064.099,50
CRIV3;5,42;;10,22;0,56;0,08;73,44;12,33;9,29;7,70;7,93;;;0,95;0,36;-0,11;6,72;5,46;0,81;;0,15;0,85;0,09;-7,18;6,86;10.867,19;9,72;0,53;-0,46;574.747.042,58
CRIV4;5,80;7,82;10,93;0,60;0,09;73,44;12,33;9,29;8,24;7,93;;;1,02;0,38;-0,12;6,72;5,46;0,81;;0,15;0,85;0,09;-7,18;6,86;28.831,09;9,72;0,53;-0,50;574.747.042,58
CRPG3;110,50;2,90;11,08;3,76;2,75;37,41;25,90;29,95;12,81;10,68;-1,67;-0,49;3,32;3,95;-14,22;7,38;33,94;24,85;23,94;0,73;0,27;0,83;15,93;;44.708,29;29,39;9,98;0,06;3.091.523.414,60
CRPG5;104,40;3,07;10,46;3,55;2,60;37,41;25,90;29,95;12,10;10,68;-1,67;-0,49;3,13;3,73;-13,44;7,38;33,94;24,85;23,94;0,73;0,27;0,83;15,93;;4.128.039,34;29,39;9,98;0,06;3.091.523.414,60
CRPG6;103,80;3,09;10,40;3,53;2,59;37,41;25,90;29,95;12,03;10,68;-1,67;-0,49;3,12;3,71;-13,36;7,38;33,94;24,85;23,94;0,73;0,27;0,83;15,93;;176.346,19;29,39;9,98;0,06;3.091.523.414,60
CSAB3;65,00;2,86;10,62;2,77;1,35;154,42;1.285,07;1.426,31;11,79;10,51;;;151,50;9,72;-1,66;3,74;26,10;12,69;;0,49;0,51;0,01;-41,88;2,02;13.000,00;23,45;6,12;0,06;445.017.600,00
CSAB4;50,89;4,02;8,32;2,17;1,06;154,42;1.285,07;1.426,31;9,23;10,51;;;118,61;7,61;-1,30;3,74;26,10;12,69;;0,49;0,51;0,01;-41,88;2,02;20.391,00;23,45;6,12;0,05;445.017.600,00
CSAN3;22,59;1,14;16,90;4,10;0,54;26,07;23,49;13,24;9,53;16,32;6,79;2,92;2,24;4,55;-0,71;1,95;24,28;3,17;6,55;0,13;0,72;0,24;10,10;0,61;222.984.521,21;5,50;1,34;0,27;42.335.262.353,88
CSED3;9,97;;50,38;2,65;0,79;51,15;15,88;4,20;13,31;13,67;0,36;0,07;2,11;4,69;-1,11;2,41;5,27;1,57;10,38;0,30;0,70;0,37;;;6.827.878,89;3,76;0,20;-0,10;3.806.767.732,80
CSMG3;14,28;19,92;5,62;0,80;0,46;44,28;25,20;17,15;3,82;5,64;1,82;0,38;0,96;9,65;-0,56;1,36;14,21;8,12;10,45;0,57;0,43;0,47;6,86;;24.505.267,53;17,88;2,54;0,20;5.430.013.825,32
CSNA3;37,70;5,10;3,48;2,41;0,66;47,57;42,24;32,78;2,70;3,18;0,48;0,43;1,14;2,64;-1,29;2,05;69,14;18,90;28,12;0,27;0,68;0,58;14,52;;530.558.888,82;15,65;10,82;0,00;52.309.656.571,90
CSRN3;18,50;9,89;7,06;2,33;0,64;23,15;17,98;13,97;5,48;8,10;2,69;1,14;0,99;12,19;-0,84;1,29;33,04;9,09;15,28;0,28;0,72;0,65;9,71;12,94;21.481,04;7,94;2,62;0,15;3.071.041.709,00
CSRN5;17,50;11,50;6,67;2,20;0,61;23,15;17,98;13,97;5,19;8,10;2,69;1,14;0,93;11,53;-0,79;1,29;33,04;9,09;15,28;0,28;0,72;0,65;9,71;12,94;20.575,73;7,94;2,62;0,14;3.071.041.709,00
CSRN6;20,50;9,82;7,82;2,58;0,71;23,15;17,98;13,97;6,08;8,10;2,69;1,14;1,09;13,51;-0,93;1,29;33,04;9,09;15,28;0,28;0,72;0,65;9,71;12,94;19.644,30;7,94;2,62;0,17;3.071.041.709,00
CTCA3;0,00;;0,00;0,00;0,00;66,96;45,67;33,03;0,00;-1,51;-1,51;-0,36;0,00;0,00;0,00;3,28;17,45;14,15;15,00;0,81;0,19;0,43;31,33;135,17;;2,15;0,37;0,00;0,00
CTKA3;28,00;;1,80;-1,05;0,31;42,12;21,80;20,41;1,69;6,52;4,78;;0,37;0,98;-0,96;1,87;-58,08;17,20;19,40;-0,30;1,30;0,84;7,67;;11.145,69;-26,73;15,52;0,02;178.774.226,21
CTKA4;29,51;;1,90;-1,10;0,33;42,12;21,80;20,41;1,78;6,52;4,78;;0,39;1,04;-1,01;1,87;-58,08;17,20;19,40;-0,30;1,30;0,84;7,67;;49.008,50;-26,73;15,52;0,02;178.774.226,21
CTNM3;10,15;;-3,41;0,39;0,07;29,95;8,92;-3,93;1,50;7,11;5,97;1,56;0,13;2,86;-0,13;1,07;-11,54;-2,17;7,01;0,19;0,66;0,55;-5,17;;4.315,18;25,77;-2,97;0,05;236.539.764,90
CTNM4;5,70;;-1,92;0,22;0,04;29,95;8,92;-3,93;0,84;7,11;5,97;1,56;0,08;1,60;-0,07;1,07;-11,54;-2,17;7,01;0,19;0,66;0,55;-5,17;;83.057,79;25,77;-2,97;0,03;236.539.764,90
CTSA3;2,62;;120,95;0,97;0,41;14,24;8,46;0,42;6,04;10,06;4,02;0,65;0,51;22,70;-0,74;1,04;0,80;0,34;8,03;0,42;0,58;0,80;6,86;;157.090,13;2,70;0,02;-36,77;291.603.720,60
CTSA4;2,33;;107,56;0,86;0,36;14,24;8,46;0,42;5,37;10,06;4,02;0,65;0,45;20,19;-0,65;1,04;0,80;0,34;8,03;0,42;0,58;0,80;6,86;;275.989,76;2,70;0,02;-32,70;291.603.720,60
CTSA8;0,00;;0,00;0,00;0,00;14,24;8,46;0,42;0,00;10,06;4,02;0,65;0,00;0,00;0,00;1,04;0,80;0,34;8,03;0,42;0,58;0,80;6,86;;;2,70;0,02;0,00;291.603.720,60
CURY3;8,40;4,69;28,75;4,53;1,21;37,23;25,40;26,79;30,33;27,59;-2,74;-0,41;7,70;3,30;-6,82;1,80;15,75;4,20;8,12;0,27;0,66;0,16;;;7.635.624,79;1,85;0,29;-0,64;2.451.750.739,20
CVCB3;22,90;;-64,63;29,86;0,97;100,00;-124,74;-14,08;-7,30;-8,14;-0,84;3,44;9,10;-15,28;-2,33;0,90;-46,20;-1,51;-98,64;0,03;0,97;0,11;-6,66;;141.665.599,42;0,77;-0,35;0,68;4.606.959.208,20
CXSE3;10,28;;16,95;2,95;2,94;;;;14,75;14,55;-0,20;-0,04;;63,23;-3,10;8,55;17,44;17,33;17,32;0,99;0,01;0,00;;;41.611.855,47;3,48;0,61;0,12;30.840.000.000,00
CYRE3;21,20;12,49;3,99;1,42;0,68;33,90;58,05;48,20;3,31;3,81;0,50;0,21;1,92;1,79;-1,49;3,43;35,62;17,16;21,69;0,48;0,49;0,36;-2,51;25,27;137.209.346,34;14,92;5,31;0,01;8.474.547.338,80
DASA3;51,84;0,55;-470,30;3,91;1,60;29,93;1,04;-0,65;295,57;310,52;14,95;0,20;3,06;9,87;-2,78;1,61;-0,83;-0,34;-0,74;0,41;0,59;0,52;20,30;;10.517.080,37;13,26;-0,11;6,76;28.406.411.665,92
DESK3;24,39;;363,28;11,72;2,66;62,51;19,15;5,21;98,90;114,47;15,56;1,84;18,94;-51,35;-3,29;0,79;3,23;0,73;2,45;0,23;0,77;0,14;;;16.299.473,88;2,08;0,07;;2.121.166.251,54
DEXP3;13,10;2,14;8,17;3,17;1,12;21,42;17,98;11,34;5,15;5,73;0,63;0,39;0,93;5,07;-2,34;1,73;38,83;13,71;27,16;0,35;0,57;1,21;20,13;;9.847.167,32;4,13;1,60;0,11;1.219.456.518,00
DEXP4;11,00;2,71;6,86;2,66;0,94;21,42;17,98;11,34;4,33;5,73;0,63;0,39;0,78;4,26;-1,97;1,73;38,83;13,71;27,16;0,35;0,57;1,21;20,13;;130.569,95;4,13;1,60;0,10;1.219.456.518,00
DIRR3;13,11;11,44;14,36;1,68;0,36;36,26;17,06;8,36;7,04;8,05;1,01;0,24;1,20;0,90;-0,72;5,35;11,71;2,52;9,71;0,22;0,76;0,30;-0,89;-0,79;22.685.672,39;7,80;0,91;0,36;1.966.500.000,00
DMMO3;0,87;;0,68;-0,43;1,25;27,25;182,55;194,38;0,73;0,65;-0,08;;1,33;-2,19;-1,89;0,37;-62,74;182,78;-58,94;-2,91;3,91;0,94;-10,63;;3.752.934,89;-2,03;1,27;0,00;269.780.970,90
